article_id,language,issue_ids,continent,countries_involved,tag_status,tag_upgrade_reason,llm_review_needed,source_type,source_name,source_url,source_orientation,outlet_bias,country,title,link,llm_label,llm_evidence_quote,author_or_org,key_argument,forecast,forecast_horizon,evidence_basis,stance_toward,human_label,correction_note,reviewed_at,collected_at
144377d0,en,['Ukraine_War'],유럽,"['USA', 'Ukraine', 'Russia']",matched,,False,local_media,The Moscow Times (영문판),themoscowtimes.com,independent-in-exile (2022년 러시아 내 활동 금지 이후 암스테르담/베를린 기반으로 계속 운영),,RU,Russian Orthodox Church Sends Bones of Medieval Warrior Prince to Ukraine Front to Boost Troop Morale,https://www.themoscowtimes.com/2026/09/10/russian-orthodox-church-sends-bones-of-medieval-warrior-prince-to-ukraine-front-to-boost-troop-morale-a93679,,,,,,,,,,,,2026-09-16T02:00:00.932778+00:00
ab42f1a3,en,[],,['Russia'],ambiguous,"source_aware_upgrade: country matched, issue keyword did not",True,local_media,The Moscow Times (영문판),themoscowtimes.com,independent-in-exile (2022년 러시아 내 활동 금지 이후 암스테르담/베를린 기반으로 계속 운영),,RU,"Rosneft’s Ryazan Oil Refinery Shuts Down After Drone Attack, Industry Sources Say",https://www.themoscowtimes.com/2026/09/10/rosnefts-ryazan-oil-refinery-shuts-down-after-drone-attack-industry-sources-say-a93678,,,,,,,,,,,,2026-09-16T02:00:00.933897+00:00
817beda6,en,[],,['Russia'],ambiguous,"source_aware_upgrade: country matched, issue keyword did not",True,local_media,The Moscow Times (영문판),themoscowtimes.com,independent-in-exile (2022년 러시아 내 활동 금지 이후 암스테르담/베를린 기반으로 계속 운영),,RU,Moscow Outlines Major Suburban Metro Expansion Project by 2035,https://www.themoscowtimes.com/2026/09/10/moscow-outlines-major-suburban-metro-expansion-project-by-2035-a93677,,,,,,,,,,,,2026-09-16T02:00:00.938023+00:00
a5d9992d,en,[],,['Ukraine'],ambiguous,"source_aware_upgrade: country matched, issue keyword did not",True,local_media,The Moscow Times (영문판),themoscowtimes.com,independent-in-exile (2022년 러시아 내 활동 금지 이후 암스테르담/베를린 기반으로 계속 운영),,RU,Voronezh Woman Killed and Caspian Seaport Hit in Ukrainian Drone Strikes,https://www.themoscowtimes.com/2026/09/10/voronezh-woman-killed-and-caspian-seaport-hit-in-ukrainian-drone-strikes-a93674,,,,,,,,,,,,2026-09-16T02:00:00.943756+00:00
5f141251,en,[],,['Ukraine'],ambiguous,"source_aware_upgrade: country matched, issue keyword did not",True,local_media,The Moscow Times (영문판),themoscowtimes.com,independent-in-exile (2022년 러시아 내 활동 금지 이후 암스테르담/베를린 기반으로 계속 운영),,RU,FSB Arrests Former British Embassy Guard Accused of Gathering Intel for Ukraine,https://www.themoscowtimes.com/2026/09/10/fsb-arrests-former-british-embassy-guard-accused-of-gathering-intel-for-ukraine-a93675,,,,,,,,,,,,2026-09-16T02:00:00.947747+00:00
9dbcf33e,en,[],,['Russia'],ambiguous,"source_aware_upgrade: country matched, issue keyword did not",True,local_media,The Moscow Times (영문판),themoscowtimes.com,independent-in-exile (2022년 러시아 내 활동 금지 이후 암스테르담/베를린 기반으로 계속 운영),,RU,Moscow Region Imposes Quarantine Near Over Lumpy Skin Disease in Cattle,https://www.themoscowtimes.com/2026/09/09/moscow-region-imposes-quarantine-near-over-lumpy-skin-disease-in-cattle-a93673,,,,,,,,,,,,2026-09-16T02:00:00.948575+00:00
9bee10d7,en,[],,"['USA', 'Russia']",ambiguous,"source_aware_upgrade: country matched, issue keyword did not",True,local_media,The Moscow Times (영문판),themoscowtimes.com,independent-in-exile (2022년 러시아 내 활동 금지 이후 암스테르담/베를린 기반으로 계속 운영),,RU,Drones Hit Russia's Gas Hinterland in Northern Siberia for the First Time,https://www.themoscowtimes.com/2026/09/09/drones-hit-russias-gas-hinterland-in-northern-siberia-for-the-first-time-a93672,,,,,,,,,,,,2026-09-16T02:00:00.951201+00:00
45d57b0a,en,[],,['Russia'],ambiguous,"source_aware_upgrade: country matched, issue keyword did not",True,local_media,The Moscow Times (영문판),themoscowtimes.com,independent-in-exile (2022년 러시아 내 활동 금지 이후 암스테르담/베를린 기반으로 계속 운영),,RU,Russia and Vietnam Sign Strategic Oil Reserve Deal,https://www.themoscowtimes.com/2026/09/09/russia-and-vietnam-sign-strategic-oil-reserve-deal-a93668,,,,,,,,,,,,2026-09-16T02:00:00.952258+00:00
23ad0ad3,en,[],,['Ukraine'],ambiguous,"source_aware_upgrade: country matched, issue keyword did not",True,local_media,The Moscow Times (영문판),themoscowtimes.com,independent-in-exile (2022년 러시아 내 활동 금지 이후 암스테르담/베를린 기반으로 계속 운영),,RU,Prosecutors Seek 8-Year Prison Sentence for Culinary Historian Pavel Syutkin,https://www.themoscowtimes.com/2026/09/09/prosecutors-seek-8-year-prison-sentence-for-culinary-historian-pavel-syutkin-a93671,,,,,,,,,,,,2026-09-16T02:00:00.954302+00:00
f968abd4,en,[],,['Russia'],ambiguous,"source_aware_upgrade: country matched, issue keyword did not",True,local_media,The Moscow Times (영문판),themoscowtimes.com,independent-in-exile (2022년 러시아 내 활동 금지 이후 암스테르담/베를린 기반으로 계속 운영),,RU,"Leader of Yabloko’s Sverdlovsk Region Branch Left Russia, Reports Say",https://www.themoscowtimes.com/2026/09/09/leader-of-yablokos-sverdlovsk-region-branch-left-russia-reports-say-a93670,,,,,,,,,,,,2026-09-16T02:00:00.955330+00:00
fe4f29c7,en,[],,"['Ukraine', 'Russia']",ambiguous,"source_aware_upgrade: country matched, issue keyword did not",True,local_media,The Moscow Times (영문판),themoscowtimes.com,independent-in-exile (2022년 러시아 내 활동 금지 이후 암스테르담/베를린 기반으로 계속 운영),,RU,"Russians Aboard Ship Seized by Norway Have Returned Home, Foreign Ministry Says",https://www.themoscowtimes.com/2026/09/09/russians-aboard-ship-seized-by-norway-have-returned-home-foreign-ministry-says-a93667,,,,,,,,,,,,2026-09-16T02:00:00.962127+00:00
adbf587a,en,[],,[],unclassified,,False,local_media,The Moscow Times (영문판),themoscowtimes.com,independent-in-exile (2022년 러시아 내 활동 금지 이후 암스테르담/베를린 기반으로 계속 운영),,RU,Kabardino-Balkaria Avalanche Deathtoll Climbs to 13 as Rescue Efforts Continue,https://www.themoscowtimes.com/2026/09/09/kabardino-balkaria-avalanche-deathtoll-climbs-to-13-as-rescue-efforts-continue-a93666,,,,,,,,,,,,2026-09-16T02:00:00.967424+00:00
4d13230d,en,[],,"['Ukraine', 'Russia']",ambiguous,"source_aware_upgrade: country matched, issue keyword did not",True,local_media,The Moscow Times (영문판),themoscowtimes.com,independent-in-exile (2022년 러시아 내 활동 금지 이후 암스테르담/베를린 기반으로 계속 운영),,RU,4 Killed in Ukrainian Attack on Novorossiysk,https://www.themoscowtimes.com/2026/09/09/4-killed-in-ukrainian-attack-on-novorossiysk-a93664,,,,,,,,,,,,2026-09-16T02:00:00.968411+00:00
b51868e2,en,['Ukraine_War'],유럽,"['Ukraine', 'Russia']",matched,,False,local_media,The Moscow Times (영문판),themoscowtimes.com,independent-in-exile (2022년 러시아 내 활동 금지 이후 암스테르담/베를린 기반으로 계속 운영),,RU,Germany Says It Is Closing a Russian Cultural Center. That Might Not Be So Simple.,https://www.themoscowtimes.com/2026/09/08/germany-says-it-is-closing-berlins-russian-cultural-center-that-might-not-be-so-simple-a93651,,,,,,,,,,,,2026-09-16T02:00:00.971416+00:00
5a5133b9,en,"['Trump_Economy', 'Ukraine_War']",,"['USA', 'Ukraine', 'Russia']",ambiguous,,True,local_media,The Moscow Times (영문판),themoscowtimes.com,independent-in-exile (2022년 러시아 내 활동 금지 이후 암스테르담/베를린 기반으로 계속 운영),,RU,Trump Presses Putin for Swift End to Ukraine War in ‘Confidential’ Call,https://www.themoscowtimes.com/2026/09/08/trump-presses-putin-for-swift-end-to-ukraine-war-in-confidential-call-a93663,,,,,,,,,,,,2026-09-16T02:00:00.975417+00:00
9149d684,en,[],,"['Ukraine', 'Russia']",ambiguous,"source_aware_upgrade: country matched, issue keyword did not",True,local_media,The Moscow Times (영문판),themoscowtimes.com,independent-in-exile (2022년 러시아 내 활동 금지 이후 암스테르담/베를린 기반으로 계속 운영),,RU,Russian Postal Workers to Arm Themselves With Anti-Drone Weapons,https://www.themoscowtimes.com/2026/09/08/russian-postal-workers-to-arm-themselves-with-anti-drone-weapons-a93662,,,,,,,,,,,,2026-09-16T02:00:00.979113+00:00
3e2b71da,en,[],,['Russia'],ambiguous,"source_aware_upgrade: country matched, issue keyword did not",True,local_media,The Moscow Times (영문판),themoscowtimes.com,independent-in-exile (2022년 러시아 내 활동 금지 이후 암스테르담/베를린 기반으로 계속 운영),,RU,"Georgy Matyukhin, Russia’s First Central Bank Chief, Dies at 91",https://www.themoscowtimes.com/2026/09/08/georgy-matyukhin-russias-first-central-bank-chief-dies-at-91-a93660,,,,,,,,,,,,2026-09-16T02:00:00.979113+00:00
d7bd24ff,en,[],,['Russia'],ambiguous,"source_aware_upgrade: country matched, issue keyword did not",True,local_media,The Moscow Times (영문판),themoscowtimes.com,independent-in-exile (2022년 러시아 내 활동 금지 이후 암스테르담/베를린 기반으로 계속 운영),,RU,Hungary Expels 10 Russian Diplomats for ‘Unacceptable Activities’,https://www.themoscowtimes.com/2026/09/08/hungary-expels-10-russian-diplomats-for-unacceptable-activities-a93659,,,,,,,,,,,,2026-09-16T02:00:00.987239+00:00
87f65bd7,en,['Ukraine_War'],유럽,"['Ukraine', 'Russia']",matched,,False,local_media,The Moscow Times (영문판),themoscowtimes.com,independent-in-exile (2022년 러시아 내 활동 금지 이후 암스테르담/베를린 기반으로 계속 운영),,RU,Finland Completes Construction of Russian Border Fence,https://www.themoscowtimes.com/2026/09/08/finland-completes-construction-of-russian-border-fence-a93658,,,,,,,,,,,,2026-09-16T02:00:00.989235+00:00
443cfbe3,en,['Trump_Economy'],북미,"['USA', 'Iran']",matched,,False,expert_analysis,Al-Monitor (중동 전문 매체),al-monitor.com,"중동 전문 저널리즘 (현지 통신원 기고 모델, 특정 정부 소유 아님)",,US,"Iran war cost hits $38 billion, forecast to rise $3 billion a month, CBO says",https://www.al-monitor.com/originals/2026/09/iran-war-cost-hits-38-billion-forecast-rise-3-billion-month-cbo-says,,,,,,,,,,,,2026-09-16T02:00:00.993007+00:00
787efe3b,en,[],,"['USA', 'Palestine']",ambiguous,"source_aware_upgrade: country matched, issue keyword did not",True,expert_analysis,Al-Monitor (중동 전문 매체),al-monitor.com,"중동 전문 저널리즘 (현지 통신원 기고 모델, 특정 정부 소유 아님)",,US,Ed Sheeran says dropping Macklemore from US concert tour was not his decision,https://www.al-monitor.com/originals/2026/09/ed-sheeran-says-dropping-macklemore-us-concert-tour-was-not-his-decision,,,,,,,,,,,,2026-09-16T02:00:00.997970+00:00
d18a87fa,en,[],,[],unclassified,,False,expert_analysis,Al-Monitor (중동 전문 매체),al-monitor.com,"중동 전문 저널리즘 (현지 통신원 기고 모델, 특정 정부 소유 아님)",,US,Syria’s Sharaa talks economic ties with UAE leader: What to know,https://www.al-monitor.com/originals/2026/09/syrias-sharaa-talks-economic-ties-uae-leader-what-know,,,,,,,,,,,,2026-09-16T02:00:01.002080+00:00
0acf4666,en,[],,[],unclassified,,False,expert_analysis,Al-Monitor (중동 전문 매체),al-monitor.com,"중동 전문 저널리즘 (현지 통신원 기고 모델, 특정 정부 소유 아님)",,US,Syria’s Sharaa talks economic ties with UAE leader: What to know,https://www.al-monitor.com/originals/2026/09/syrias-sharaa-talks-economic-ties-uae-leader-what-know,,,,,,,,,,,,2026-09-16T02:00:01.010186+00:00
c5dd0453,en,[],,[],unclassified,,False,expert_analysis,Al-Monitor (중동 전문 매체),al-monitor.com,"중동 전문 저널리즘 (현지 통신원 기고 모델, 특정 정부 소유 아님)",,US,Syria’s Sharaa talks economic ties with UAE leader: What to know,https://www.al-monitor.com/originals/2026/09/syrias-sharaa-talks-economic-ties-uae-leader-what-know,,,,,,,,,,,,2026-09-16T02:00:01.015412+00:00
a752d418,en,[],,[],unclassified,,False,expert_analysis,Al-Monitor (중동 전문 매체),al-monitor.com,"중동 전문 저널리즘 (현지 통신원 기고 모델, 특정 정부 소유 아님)",,US,Syria’s Sharaa talks economic ties with UAE leader: What to know,https://www.al-monitor.com/originals/2026/09/syrias-sharaa-talks-economic-ties-uae-leader-what-know,,,,,,,,,,,,2026-09-16T02:00:01.018411+00:00
9867b6ba,en,['Trump_Economy'],북미,"['USA', 'Iran', 'Israel']",matched,,False,expert_analysis,Al-Monitor (중동 전문 매체),al-monitor.com,"중동 전문 저널리즘 (현지 통신원 기고 모델, 특정 정부 소유 아님)",,US,"Trump administration plans $2.8B arms sale to Israel, including 2,000-lb bombs",https://www.al-monitor.com/originals/2026/09/trump-administration-plans-28b-arms-sale-israel-including-2000-lb-bombs,,,,,,,,,,,,2026-09-16T02:00:01.022403+00:00
5dcc4117,en,['Trump_Economy'],북미,"['USA', 'Iran', 'Israel']",matched,,False,expert_analysis,Al-Monitor (중동 전문 매체),al-monitor.com,"중동 전문 저널리즘 (현지 통신원 기고 모델, 특정 정부 소유 아님)",,US,"Trump administration plans $2.8B arms sale to Israel, including 2,000-lb bombs",https://www.al-monitor.com/originals/2026/09/trump-administration-plans-28b-arms-sale-israel-including-2000-lb-bombs,,,,,,,,,,,,2026-09-16T02:00:01.023297+00:00
42045386,en,['Trump_Economy'],북미,"['USA', 'Iran', 'Israel']",matched,,False,expert_analysis,Al-Monitor (중동 전문 매체),al-monitor.com,"중동 전문 저널리즘 (현지 통신원 기고 모델, 특정 정부 소유 아님)",,US,"Trump administration plans $2.8B arms sale to Israel, including 2,000-lb bombs",https://www.al-monitor.com/originals/2026/09/trump-administration-plans-28b-arms-sale-israel-including-2000-lb-bombs,,,,,,,,,,,,2026-09-16T02:00:01.023297+00:00
d042bc95,en,['Trump_Economy'],북미,"['USA', 'Iran', 'Israel']",matched,,False,expert_analysis,Al-Monitor (중동 전문 매체),al-monitor.com,"중동 전문 저널리즘 (현지 통신원 기고 모델, 특정 정부 소유 아님)",,US,"Trump administration plans $2.8B arms sale to Israel, including 2,000-lb bombs",https://www.al-monitor.com/originals/2026/09/trump-administration-plans-28b-arms-sale-israel-including-2000-lb-bombs,,,,,,,,,,,,2026-09-16T02:00:01.027321+00:00
2ab5fe93,en,[],,"['Iran', 'Saudi Arabia']",ambiguous,"source_aware_upgrade: country matched, issue keyword did not",True,expert_analysis,Al-Monitor (중동 전문 매체),al-monitor.com,"중동 전문 저널리즘 (현지 통신원 기고 모델, 특정 정부 소유 아님)",,US,How far will Iran push Houthis against Saudi Arabia amid raging conflict?,https://www.al-monitor.com/originals/2026/09/how-far-will-iran-push-houthis-against-saudi-arabia-amid-raging-conflict,,,,,,,,,,,,2026-09-16T02:00:01.027321+00:00
052ea088,en,[],,"['Iran', 'Saudi Arabia']",ambiguous,"source_aware_upgrade: country matched, issue keyword did not",True,expert_analysis,Al-Monitor (중동 전문 매체),al-monitor.com,"중동 전문 저널리즘 (현지 통신원 기고 모델, 특정 정부 소유 아님)",,US,How far will Iran push Houthis against Saudi Arabia amid raging conflict?,https://www.al-monitor.com/originals/2026/09/how-far-will-iran-push-houthis-against-saudi-arabia-amid-raging-conflict,,,,,,,,,,,,2026-09-16T02:00:01.028940+00:00
3ffd8f8c,en,[],,"['Iran', 'Saudi Arabia']",ambiguous,"source_aware_upgrade: country matched, issue keyword did not",True,expert_analysis,Al-Monitor (중동 전문 매체),al-monitor.com,"중동 전문 저널리즘 (현지 통신원 기고 모델, 특정 정부 소유 아님)",,US,How far will Iran push Houthis against Saudi Arabia amid raging conflict?,https://www.al-monitor.com/originals/2026/09/how-far-will-iran-push-houthis-against-saudi-arabia-amid-raging-conflict,,,,,,,,,,,,2026-09-16T02:00:01.030052+00:00
68aadc6d,en,[],,"['Iran', 'Saudi Arabia']",ambiguous,"source_aware_upgrade: country matched, issue keyword did not",True,expert_analysis,Al-Monitor (중동 전문 매체),al-monitor.com,"중동 전문 저널리즘 (현지 통신원 기고 모델, 특정 정부 소유 아님)",,US,How far will Iran push Houthis against Saudi Arabia amid raging conflict?,https://www.al-monitor.com/originals/2026/09/how-far-will-iran-push-houthis-against-saudi-arabia-amid-raging-conflict,,,,,,,,,,,,2026-09-16T02:00:01.034095+00:00
5d2cde4c,en,['Trump_Economy'],북미,"['USA', 'Israel']",matched,,False,expert_analysis,Al-Monitor (중동 전문 매체),al-monitor.com,"중동 전문 저널리즘 (현지 통신원 기고 모델, 특정 정부 소유 아님)",,US,"Trump administration plans $2.8 billion munitions sale to Israel, sources say",https://www.al-monitor.com/originals/2026/09/trump-administration-plans-28-billion-munitions-sale-israel-sources-say,,,,,,,,,,,,2026-09-16T02:00:01.036064+00:00
5047a9fe,en,[],,"['Iran', 'Saudi Arabia']",ambiguous,"source_aware_upgrade: country matched, issue keyword did not",True,expert_analysis,Al-Monitor (중동 전문 매체),al-monitor.com,"중동 전문 저널리즘 (현지 통신원 기고 모델, 특정 정부 소유 아님)",,US,"Saudi running out of oil export options as Iran, allies choke routes",https://www.al-monitor.com/originals/2026/09/saudi-running-out-oil-export-options-iran-allies-choke-routes,,,,,,,,,,,,2026-09-16T02:00:01.038085+00:00
8bae304b,en,[],,['Saudi Arabia'],ambiguous,"source_aware_upgrade: country matched, issue keyword did not",True,expert_analysis,Al-Monitor (중동 전문 매체),al-monitor.com,"중동 전문 저널리즘 (현지 통신원 기고 모델, 특정 정부 소유 아님)",,US,Saudi Yanbu halt deepens oil strain as Europe scrambles for crude,https://www.al-monitor.com/originals/2026/09/saudi-yanbu-halt-deepens-oil-strain-europe-scrambles-crude,,,,,,,,,,,,2026-09-16T02:00:01.041726+00:00
64d0eea7,en,[],,['Saudi Arabia'],ambiguous,"source_aware_upgrade: country matched, issue keyword did not",True,expert_analysis,Al-Monitor (중동 전문 매체),al-monitor.com,"중동 전문 저널리즘 (현지 통신원 기고 모델, 특정 정부 소유 아님)",,US,Saudi Yanbu halt deepens oil strain as Europe scrambles for crude,https://www.al-monitor.com/originals/2026/09/saudi-yanbu-halt-deepens-oil-strain-europe-scrambles-crude,,,,,,,,,,,,2026-09-16T02:00:01.042712+00:00
6b052953,en,[],,['Saudi Arabia'],ambiguous,"source_aware_upgrade: country matched, issue keyword did not",True,expert_analysis,Al-Monitor (중동 전문 매체),al-monitor.com,"중동 전문 저널리즘 (현지 통신원 기고 모델, 특정 정부 소유 아님)",,US,Saudi Yanbu halt deepens oil strain as Europe scrambles for crude,https://www.al-monitor.com/originals/2026/09/saudi-yanbu-halt-deepens-oil-strain-europe-scrambles-crude,,,,,,,,,,,,2026-09-16T02:00:01.046733+00:00
4f6a4d4d,en,[],,['Saudi Arabia'],ambiguous,"source_aware_upgrade: country matched, issue keyword did not",True,expert_analysis,Al-Monitor (중동 전문 매체),al-monitor.com,"중동 전문 저널리즘 (현지 통신원 기고 모델, 특정 정부 소유 아님)",,US,Saudi Yanbu halt deepens oil strain as Europe scrambles for crude,https://www.al-monitor.com/originals/2026/09/saudi-yanbu-halt-deepens-oil-strain-europe-scrambles-crude,,,,,,,,,,,,2026-09-16T02:00:01.047732+00:00
474f6491,en,"['US_Canada_Trade', 'Trump_Economy']",,"['USA', 'Iran', 'Saudi Arabia', 'China', 'Pakistan', 'Japan']",ambiguous,,True,expert_analysis,Chatham House — Expert Comment,chathamhouse.org,영국 소재 초당파 국제정세 싱크탱크,,GB,The Houthis’ capture of Mocha has transformed the war in Yemen – and the geopolitics of the Red Sea,https://www.chathamhouse.org/2026/09/houthis-capture-mocha-has-transformed-war-yemen-and-geopolitics-red-sea,,,,,,,,,,,,2026-09-16T02:00:01.048699+00:00
1191c30c,en,"['US_Mexico_Migration', 'Trump_Economy']",,"['USA', 'China']",ambiguous,,True,expert_analysis,Chatham House — Expert Comment,chathamhouse.org,영국 소재 초당파 국제정세 싱크탱크,,GB,Is AI really getting out of control?,https://www.chathamhouse.org/2026/09/ai-really-getting-out-control,,,,,,,,,,,,2026-09-16T02:00:01.234598+00:00
d70eeabc,en,['Brazil_Politics'],남미,"['USA', 'Canada', 'Mexico', 'Brazil', 'Russia', 'China']",matched,,False,expert_analysis,Chatham House — Expert Comment,chathamhouse.org,영국 소재 초당파 국제정세 싱크탱크,,GB,Will the UN vote to sustain Haiti’s Gang Suppression Force?,https://www.chathamhouse.org/2026/09/will-un-vote-sustain-haitis-gang-suppression-force,,,,,,,,,,,,2026-09-16T02:00:01.385846+00:00
c0fed049,en,"['US_Canada_Trade', 'Trump_Economy']",,"['USA', 'Iran', 'Japan']",ambiguous,,True,expert_analysis,Chatham House — Expert Comment,chathamhouse.org,영국 소재 초당파 국제정세 싱크탱크,,GB,Can the UK escape the public debt trap?,https://www.chathamhouse.org/2026/09/can-uk-escape-public-debt-trap,,,,,,,,,,,,2026-09-16T02:00:01.494148+00:00
2e47d1a7,en,"['US_Canada_Trade', 'Trump_Economy']",,"['USA', 'Canada', 'Mexico', 'China']",ambiguous,,True,expert_analysis,Chatham House — Expert Comment,chathamhouse.org,영국 소재 초당파 국제정세 싱크탱크,,GB,Canada's retaliatory tariffs put Trump's trade strategy to the test,https://www.chathamhouse.org/2026/09/canadas-retaliatory-tariffs-put-trumps-trade-strategy-test,,,,,,,,,,,,2026-09-16T02:00:01.612721+00:00
6b550d7b,en,"['US_Canada_Trade', 'Trump_Economy', 'Ukraine_War', 'EU_Russia', 'Baltic_Security', 'Taiwan_Strait']",,"['USA', 'Ukraine', 'Russia', 'North Korea', 'Taiwan', 'China', 'Japan', 'South Korea']",ambiguous,,True,expert_analysis,Chatham House — Expert Comment,chathamhouse.org,영국 소재 초당파 국제정세 싱크탱크,,GB,North Korea’s military partnership with Russia has consequences far beyond Ukraine,https://www.chathamhouse.org/2026/09/north-koreas-military-partnership-russia-has-consequences-far-beyond-ukraine,,,,,,,,,,,,2026-09-16T02:00:01.754780+00:00
e4c4348c,en,"['US_Canada_Trade', 'Trump_Economy']",,"['USA', 'Iran']",ambiguous,,True,expert_analysis,Chatham House — Expert Comment,chathamhouse.org,영국 소재 초당파 국제정세 싱크탱크,,GB,What the US midterms could mean for Trump’s power,https://www.chathamhouse.org/2026/09/what-us-midterms-could-mean-trumps-power,,,,,,,,,,,,2026-09-16T02:00:01.906463+00:00
e1328231,en,"['US_Canada_Trade', 'Trump_Economy', 'Ukraine_War', 'EU_Russia']",,"['USA', 'Canada', 'Venezuela', 'Brazil', 'Ukraine', 'Russia', 'Iran', 'Israel', 'Saudi Arabia', 'Ethiopia', 'China', 'India', 'Pakistan']",ambiguous,,True,expert_analysis,Chatham House — Expert Comment,chathamhouse.org,영국 소재 초당파 국제정세 싱크탱크,,GB,The India–China reset will continue at the BRICS summit,https://www.chathamhouse.org/2026/09/india-china-reset-will-continue-brics-summit,,,,,,,,,,,,2026-09-16T02:00:02.022239+00:00
16a36f52,en,"['Ukraine_War', 'EU_Russia']",,"['Ukraine', 'Russia']",ambiguous,,True,expert_analysis,Chatham House — Expert Comment,chathamhouse.org,영국 소재 초당파 국제정세 싱크탱크,,GB,The AfD’s victory in Saxony-Anhalt marks a turning point for Germany – but perspective is important,https://www.chathamhouse.org/2026/09/afds-victory-saxony-anhalt-marks-turning-point-germany-perspective-important,,,,,,,,,,,,2026-09-16T02:00:02.132926+00:00
5c4f15c4,en,"['US_Canada_Trade', 'Trump_Economy', 'Israel_Palestine']",,"['USA', 'Canada', 'Israel', 'Palestine']",ambiguous,,True,expert_analysis,Chatham House — Expert Comment,chathamhouse.org,영국 소재 초당파 국제정세 싱크탱크,,GB,Banning UK trade with illegal Israeli settlements is long overdue,https://www.chathamhouse.org/2026/09/banning-uk-trade-illegal-israeli-settlements-long-overdue,,,,,,,,,,,,2026-09-16T02:00:02.249780+00:00
624021b3,en,[],,"['USA', 'Iran', 'China']",ambiguous,"source_aware_upgrade: country matched, issue keyword did not",True,expert_analysis,Chatham House — Expert Comment,chathamhouse.org,영국 소재 초당파 국제정세 싱크탱크,,GB,Is China’s humanoid robot industry a bubble?,https://www.chathamhouse.org/2026/09/chinas-humanoid-robot-industry-bubble,,,,,,,,,,,,2026-09-16T02:00:02.450144+00:00
b29ca5d7,en,"['US_Canada_Trade', 'Ukraine_War', 'EU_Russia', 'Congo_Minerals']",,"['USA', 'Canada', 'Ukraine', 'Russia', 'DR Congo', 'China']",ambiguous,,True,expert_analysis,Chatham House — Expert Comment,chathamhouse.org,영국 소재 초당파 국제정세 싱크탱크,,GB,Critical minerals need secure supply chains – increasingly that depends on responsible production,https://www.chathamhouse.org/2026/09/critical-minerals-need-secure-supply-chains-increasingly-depends-responsible-production,,,,,,,,,,,,2026-09-16T02:00:02.672003+00:00
c0f78da3,en,"['Trump_Economy', 'Brazil_Politics', 'Argentina_Economy']",,"['USA', 'Brazil', 'Argentina', 'Iran', 'China', 'Japan']",ambiguous,,True,expert_analysis,Chatham House — Expert Comment,chathamhouse.org,영국 소재 초당파 국제정세 싱크탱크,,GB,The ‘reverse Kindleberger Trap’: reasons to worry about the next financial crisis,https://www.chathamhouse.org/2026/09/reverse-kindleberger-trap-reasons-worry-about-next-financial-crisis,,,,,,,,,,,,2026-09-16T02:00:02.941673+00:00
e62c8244,en,"['US_Canada_Trade', 'Trump_Economy', 'India_Pakistan']",,"['USA', 'Iran', 'Saudi Arabia', 'India', 'Pakistan']",ambiguous,,True,expert_analysis,Chatham House — Expert Comment,chathamhouse.org,영국 소재 초당파 국제정세 싱크탱크,,GB,Can Pakistan’s foreign policy ambitions survive its domestic challenges?,https://www.chathamhouse.org/2026/09/can-pakistans-foreign-policy-ambitions-survive-its-domestic-challenges,,,,,,,,,,,,2026-09-16T02:00:03.151071+00:00
9160bb65,en,"['US_Canada_Trade', 'Trump_Economy']",,['USA'],ambiguous,,True,expert_analysis,Chatham House — Expert Comment,chathamhouse.org,영국 소재 초당파 국제정세 싱크탱크,,GB,Nigeria will need more than a bigger army to tackle security challenges,https://www.chathamhouse.org/2026/08/nigeria-will-need-more-bigger-army-tackle-security-challenges,,,,,,,,,,,,2026-09-16T02:00:03.402977+00:00
63105aba,en,"['US_Canada_Trade', 'Trump_Economy', 'Ukraine_War', 'EU_Russia', 'Baltic_Security']",,"['USA', 'Ukraine', 'Russia']",ambiguous,,True,expert_analysis,Chatham House — Expert Comment,chathamhouse.org,영국 소재 초당파 국제정세 싱크탱크,,GB,Wildfires and extreme heat show climate change is now Europe’s biggest security threat,https://www.chathamhouse.org/2026/08/wildfires-and-extreme-heat-show-climate-change-now-europes-biggest-security-threat,,,,,,,,,,,,2026-09-16T02:00:03.568793+00:00
d97c128a,en,"['Trump_Economy', 'Ukraine_War', 'EU_Russia', 'Baltic_Security']",,"['USA', 'Canada', 'Ukraine', 'Russia', 'China']",ambiguous,,True,expert_analysis,Chatham House — Expert Comment,chathamhouse.org,영국 소재 초당파 국제정세 싱크탱크,,GB,Melting ice and power shifts: Europe and Canada should seize their Arctic moment,https://www.chathamhouse.org/2026/08/melting-ice-and-power-shifts-europe-and-canada-should-seize-their-arctic-moment,,,,,,,,,,,,2026-09-16T02:00:03.711391+00:00
87fe1f5b,en,['Trump_Economy'],북미,"['USA', 'Iran', 'Israel', 'Saudi Arabia', 'Sudan', 'India', 'Pakistan']",matched,,False,expert_analysis,Chatham House — Expert Comment,chathamhouse.org,영국 소재 초당파 국제정세 싱크탱크,,GB,Should Egypt join the Mecca Pact?,https://www.chathamhouse.org/2026/08/should-egypt-join-mecca-pact,,,,,,,,,,,,2026-09-16T02:00:03.822769+00:00
